hour,month,day,hour_of_day,t_ambient_C,t_internal_C,heater_on,fan_on,charge_inhibit,q_heater_W,q_fan_W,stress_t_ambient_C,stress_t_internal_C,stress_heater_on,stress_fan_on,stress_charge_inhibit,stress_q_heater_W,stress_q_fan_W
0,1,1,0,-4.5,13.6,0,0,0,0.0,0.0,-4.5,13.6,0,0,0,0.0,0.0
1,1,1,1,-5.4,12.2,0,0,0,0.0,0.0,-5.4,12.2,0,0,0,0.0,0.0
2,1,1,2,-6.4,10.8,0,0,0,0.0,0.0,-6.4,10.8,0,0,0,0.0,0.0
3,1,1,3,-7.2,9.5,0,0,0,0.0,0.0,-7.2,9.5,0,0,0,0.0,0.0
4,1,1,4,-7.8,8.3,0,0,0,0.0,0.0,-7.8,8.3,0,0,0,0.0,0.0
5,1,1,5,-8.2,7.1,0,0,0,0.0,0.0,-8.2,7.1,0,0,0,0.0,0.0
6,1,1,6,-8.3,6.1,0,0,0,0.0,0.0,-8.3,6.1,0,0,0,0.0,0.0
7,1,1,7,-8.2,5.1,0,0,0,0.0,0.0,-8.2,5.1,0,0,0,0.0,0.0
8,1,1,8,-7.8,4.4,0,0,0,0.0,0.0,-7.8,4.4,0,0,0,0.0,0.0
9,1,1,9,-7.2,5.6,1,0,0,12.0,0.0,-7.2,5.6,1,0,0,12.0,0.0
10,1,1,10,-6.4,6.7,1,0,0,12.0,0.0,-6.4,6.7,1,0,0,12.0,0.0
11,1,1,11,-5.4,7.9,1,0,0,12.0,0.0,-5.4,7.9,1,0,0,12.0,0.0
12,1,1,12,-4.5,9.0,1,0,0,12.0,0.0,-4.5,9.0,1,0,0,12.0,0.0
13,1,1,13,-3.5,10.2,1,0,0,12.0,0.0,-3.5,10.2,1,0,0,12.0,0.0
14,1,1,14,-2.5,9.5,0,0,0,0.0,0.0,-2.5,9.5,0,0,0,0.0,0.0
15,1,1,15,-1.7,9.0,0,0,0,0.0,0.0,-1.7,9.0,0,0,0,0.0,0.0
16,1,1,16,-1.1,8.5,0,0,0,0.0,0.0,-1.1,8.5,0,0,0,0.0,0.0
17,1,1,17,-0.7,8.0,0,0,0,0.0,0.0,-0.7,8.0,0,0,0,0.0,0.0
18,1,1,18,-0.6,7.6,0,0,0,0.0,0.0,-0.6,7.6,0,0,0,0.0,0.0
19,1,1,19,-0.7,7.1,0,0,0,0.0,0.0,-0.7,7.1,0,0,0,0.0,0.0
20,1,1,20,-1.1,6.7,0,0,0,0.0,0.0,-1.1,6.7,0,0,0,0.0,0.0
21,1,1,21,-1.7,6.2,0,0,0,0.0,0.0,-1.7,6.2,0,0,0,0.0,0.0
22,1,1,22,-2.5,5.7,0,0,0,0.0,0.0,-2.5,5.7,0,0,0,0.0,0.0
23,1,1,23,-3.5,5.2,0,0,0,0.0,0.0,-3.5,5.2,0,0,0,0.0,0.0
24,1,2,0,-2.7,4.8,0,0,0,0.0,0.0,-2.7,4.8,0,0,0,0.0,0.0
25,1,2,1,-3.7,6.0,1,0,0,12.0,0.0,-3.7,6.0,1,0,0,12.0,0.0
26,1,2,2,-4.7,7.1,1,0,0,12.0,0.0,-4.7,7.1,1,0,0,12.0,0.0
27,1,2,3,-5.5,8.0,1,0,0,12.0,0.0,-5.5,8.0,1,0,0,12.0,0.0
28,1,2,4,-6.1,8.8,1,0,0,12.0,0.0,-6.1,8.8,1,0,0,12.0,0.0
29,1,2,5,-6.5,9.4,1,0,0,12.0,0.0,-6.5,9.4,1,0,0,12.0,0.0
30,1,2,6,-6.6,10.0,1,0,0,12.0,0.0,-6.6,10.0,1,0,0,12.0,0.0
31,1,2,7,-6.5,8.9,0,0,0,0.0,0.0,-6.5,8.9,0,0,0,0.0,0.0
32,1,2,8,-6.1,8.0,0,0,0,0.0,0.0,-6.1,8.0,0,0,0,0.0,0.0
33,1,2,9,-5.5,7.3,0,0,0,0.0,0.0,-5.5,7.3,0,0,0,0.0,0.0
34,1,2,10,-4.7,6.7,0,0,0,0.0,0.0,-4.7,6.7,0,0,0,0.0,0.0
35,1,2,11,-3.7,6.3,0,0,0,0.0,0.0,-3.7,6.3,0,0,0,0.0,0.0
36,1,2,12,-2.7,6.0,0,0,0,0.0,0.0,-2.7,6.0,0,0,0,0.0,0.0
37,1,2,13,-1.7,5.9,0,0,0,0.0,0.0,-1.7,5.9,0,0,0,0.0,0.0
38,1,2,14,-0.8,5.8,0,0,0,0.0,0.0,-0.8,5.8,0,0,0,0.0,0.0
39,1,2,15,-0.0,5.7,0,0,0,0.0,0.0,-0.0,5.7,0,0,0,0.0,0.0
40,1,2,16,0.6,5.7,0,0,0,0.0,0.0,0.6,5.7,0,0,0,0.0,0.0
41,1,2,17,1.0,5.6,0,0,0,0.0,0.0,1.0,5.6,0,0,0,0.0,0.0
42,1,2,18,1.1,5.5,0,0,0,0.0,0.0,1.1,5.5,0,0,0,0.0,0.0
43,1,2,19,1.0,5.4,0,0,0,0.0,0.0,1.0,5.4,0,0,0,0.0,0.0
44,1,2,20,0.6,5.2,0,0,0,0.0,0.0,0.6,5.2,0,0,0,0.0,0.0
45,1,2,21,-0.0,5.1,0,0,0,0.0,0.0,-0.0,5.1,0,0,0,0.0,0.0
46,1,2,22,-0.8,4.8,0,0,0,0.0,0.0,-0.8,4.8,0,0,0,0.0,0.0
47,1,2,23,-1.7,6.3,1,0,0,12.0,0.0,-1.7,6.3,1,0,0,12.0,0.0
48,1,3,0,-1.6,7.6,1,0,0,12.0,0.0,-1.6,7.6,1,0,0,12.0,0.0
49,1,3,1,-2.6,8.7,1,0,0,12.0,0.0,-2.6,8.7,1,0,0,12.0,0.0
50,1,3,2,-3.6,9.6,1,0,0,12.0,0.0,-3.6,9.6,1,0,0,12.0,0.0
51,1,3,3,-4.4,10.4,1,0,0,12.0,0.0,-4.4,10.4,1,0,0,12.0,0.0
52,1,3,4,-5.0,9.3,0,0,0,0.0,0.0,-5.0,9.3,0,0,0,0.0,0.0
53,1,3,5,-5.4,8.3,0,0,0,0.0,0.0,-5.4,8.3,0,0,0,0.0,0.0
54,1,3,6,-5.5,7.4,0,0,0,0.0,0.0,-5.5,7.4,0,0,0,0.0,0.0
55,1,3,7,-5.4,6.6,0,0,0,0.0,0.0,-5.4,6.6,0,0,0,0.0,0.0
56,1,3,8,-5.0,6.0,0,0,0,0.0,0.0,-5.0,6.0,0,0,0,0.0,0.0
57,1,3,9,-4.4,5.5,0,0,0,0.0,0.0,-4.4,5.5,0,0,0,0.0,0.0
58,1,3,10,-3.6,5.2,0,0,0,0.0,0.0,-3.6,5.2,0,0,0,0.0,0.0
59,1,3,11,-2.6,5.0,0,0,0,0.0,0.0,-2.6,5.0,0,0,0,0.0,0.0
60,1,3,12,-1.6,5.0,0,0,0,0.0,0.0,-1.6,5.0,0,0,0,0.0,0.0
61,1,3,13,-0.6,6.7,1,0,0,12.0,0.0,-0.6,6.7,1,0,0,12.0,0.0
62,1,3,14,0.3,8.3,1,0,0,12.0,0.0,0.3,8.3,1,0,0,12.0,0.0
63,1,3,15,1.1,9.9,1,0,0,12.0,0.0,1.1,9.9,1,0,0,12.0,0.0
64,1,3,16,1.7,11.3,1,0,0,12.0,0.0,1.7,11.3,1,0,0,12.0,0.0
65,1,3,17,2.1,10.8,0,0,0,0.0,0.0,2.1,10.8,0,0,0,0.0,0.0
66,1,3,18,2.2,10.3,0,0,0,0.0,0.0,2.2,10.3,0,0,0,0.0,0.0
67,1,3,19,2.1,9.9,0,0,0,0.0,0.0,2.1,9.9,0,0,0,0.0,0.0
68,1,3,20,1.7,9.5,0,0,0,0.0,0.0,1.7,9.5,0,0,0,0.0,0.0
69,1,3,21,1.1,9.0,0,0,0,0.0,0.0,1.1,9.0,0,0,0,0.0,0.0
70,1,3,22,0.3,8.5,0,0,0,0.0,0.0,0.3,8.5,0,0,0,0.0,0.0
71,1,3,23,-0.6,8.0,0,0,0,0.0,0.0,-0.6,8.0,0,0,0,0.0,0.0
72,1,4,0,-1.5,7.4,0,0,0,0.0,0.0,-1.5,7.4,0,0,0,0.0,0.0
73,1,4,1,-2.5,6.9,0,0,0,0.0,0.0,-2.5,6.9,0,0,0,0.0,0.0
74,1,4,2,-3.5,6.2,0,0,0,0.0,0.0,-3.5,6.2,0,0,0,0.0,0.0
75,1,4,3,-4.3,5.6,0,0,0,0.0,0.0,-4.3,5.6,0,0,0,0.0,0.0
76,1,4,4,-4.9,5.0,0,0,0,0.0,0.0,-4.9,5.0,0,0,0,0.0,0.0
77,1,4,5,-5.3,6.1,1,0,0,12.0,0.0,-5.3,6.1,1,0,0,12.0,0.0
78,1,4,6,-5.4,7.0,1,0,0,12.0,0.0,-5.4,7.0,1,0,0,12.0,0.0
79,1,4,7,-5.3,8.0,1,0,0,12.0,0.0,-5.3,8.0,1,0,0,12.0,0.0
80,1,4,8,-4.9,9.0,1,0,0,12.0,0.0,-4.9,9.0,1,0,0,12.0,0.0
81,1,4,9,-4.3,10.0,1,0,0,12.0,0.0,-4.3,10.0,1,0,0,12.0,0.0
82,1,4,10,-3.5,9.3,0,0,0,0.0,0.0,-3.5,9.3,0,0,0,0.0,0.0
83,1,4,11,-2.5,8.8,0,0,0,0.0,0.0,-2.5,8.8,0,0,0,0.0,0.0
84,1,4,12,-1.5,8.4,0,0,0,0.0,0.0,-1.5,8.4,0,0,0,0.0,0.0
85,1,4,13,-0.5,8.1,0,0,0,0.0,0.0,-0.5,8.1,0,0,0,0.0,0.0
86,1,4,14,0.4,7.9,0,0,0,0.0,0.0,0.4,7.9,0,0,0,0.0,0.0
87,1,4,15,1.2,7.8,0,0,0,0.0,0.0,1.2,7.8,0,0,0,0.0,0.0
88,1,4,16,1.8,7.7,0,0,0,0.0,0.0,1.8,7.7,0,0,0,0.0,0.0
89,1,4,17,2.2,7.5,0,0,0,0.0,0.0,2.2,7.5,0,0,0,0.0,0.0
90,1,4,18,2.3,7.4,0,0,0,0.0,0.0,2.3,7.4,0,0,0,0.0,0.0
91,1,4,19,2.2,7.2,0,0,0,0.0,0.0,2.2,7.2,0,0,0,0.0,0.0
92,1,4,20,1.8,7.0,0,0,0,0.0,0.0,1.8,7.0,0,0,0,0.0,0.0
93,1,4,21,1.2,6.8,0,0,0,0.0,0.0,1.2,6.8,0,0,0,0.0,0.0
94,1,4,22,0.4,6.5,0,0,0,0.0,0.0,0.4,6.5,0,0,0,0.0,0.0
95,1,4,23,-0.5,6.2,0,0,0,0.0,0.0,-0.5,6.2,0,0,0,0.0,0.0
96,1,5,0,-2.5,5.7,0,0,0,0.0,0.0,-2.5,5.7,0,0,0,0.0,0.0
97,1,5,1,-3.5,5.2,0,0,0,0.0,0.0,-3.5,5.2,0,0,0,0.0,0.0
98,1,5,2,-4.4,4.6,0,0,0,0.0,0.0,-4.4,4.6,0,0,0,0.0,0.0
99,1,5,3,-5.2,5.7,1,0,0,12.0,0.0,-5.2,5.7,1,0,0,12.0,0.0
100,1,5,4,-5.8,6.7,1,0,0,12.0,0.0,-5.8,6.7,1,0,0,12.0,0.0
101,1,5,5,-6.2,7.6,1,0,0,12.0,0.0,-6.2,7.6,1,0,0,12.0,0.0
102,1,5,6,-6.3,8.3,1,0,0,12.0,0.0,-6.3,8.3,1,0,0,12.0,0.0
103,1,5,7,-6.2,9.1,1,0,0,12.0,0.0,-6.2,9.1,1,0,0,12.0,0.0
104,1,5,8,-5.8,9.9,1,0,0,12.0,0.0,-5.8,9.9,1,0,0,12.0,0.0
105,1,5,9,-5.2,10.8,1,0,0,12.0,0.0,-5.2,10.8,1,0,0,12.0,0.0
106,1,5,10,-4.4,9.9,0,0,0,0.0,0.0,-4.4,9.9,0,0,0,0.0,0.0
107,1,5,11,-3.5,9.3,0,0,0,0.0,0.0,-3.5,9.3,0,0,0,0.0,0.0
108,1,5,12,-2.5,8.7,0,0,0,0.0,0.0,-2.5,8.7,0,0,0,0.0,0.0
109,1,5,13,-1.5,8.4,0,0,0,0.0,0.0,-1.5,8.4,0,0,0,0.0,0.0
110,1,5,14,-0.6,8.1,0,0,0,0.0,0.0,-0.6,8.1,0,0,0,0.0,0.0
111,1,5,15,0.2,7.8,0,0,0,0.0,0.0,0.2,7.8,0,0,0,0.0,0.0
112,1,5,16,0.8,7.6,0,0,0,0.0,0.0,0.8,7.6,0,0,0,0.0,0.0
113,1,5,17,1.2,7.4,0,0,0,0.0,0.0,1.2,7.4,0,0,0,0.0,0.0
114,1,5,18,1.4,7.2,0,0,0,0.0,0.0,1.4,7.2,0,0,0,0.0,0.0
115,1,5,19,1.2,6.9,0,0,0,0.0,0.0,1.2,6.9,0,0,0,0.0,0.0
116,1,5,20,0.8,6.7,0,0,0,0.0,0.0,0.8,6.7,0,0,0,0.0,0.0
117,1,5,21,0.2,6.4,0,0,0,0.0,0.0,0.2,6.4,0,0,0,0.0,0.0
118,1,5,22,-0.6,6.1,0,0,0,0.0,0.0,-0.6,6.1,0,0,0,0.0,0.0
119,1,5,23,-1.5,5.7,0,0,0,0.0,0.0,-1.5,5.7,0,0,0,0.0,0.0
120,1,6,0,-4.1,5.1,0,0,0,0.0,0.0,-4.1,5.1,0,0,0,0.0,0.0
121,1,6,1,-5.1,4.5,0,0,0,0.0,0.0,-5.1,4.5,0,0,0,0.0,0.0
122,1,6,2,-6.1,5.5,1,0,0,12.0,0.0,-6.1,5.5,1,0,0,12.0,0.0
123,1,6,3,-6.9,6.5,1,0,0,12.0,0.0,-6.9,6.5,1,0,0,12.0,0.0
124,1,6,4,-7.5,7.2,1,0,0,12.0,0.0,-7.5,7.2,1,0,0,12.0,0.0
125,1,6,5,-7.9,7.9,1,0,0,12.0,0.0,-7.9,7.9,1,0,0,12.0,0.0
126,1,6,6,-8.0,8.5,1,0,0,12.0,0.0,-8.0,8.5,1,0,0,12.0,0.0
127,1,6,7,-7.9,9.1,1,0,0,12.0,0.0,-7.9,9.1,1,0,0,12.0,0.0
128,1,6,8,-7.5,9.8,1,0,0,12.0,0.0,-7.5,9.8,1,0,0,12.0,0.0
129,1,6,9,-6.9,10.5,1,0,0,12.0,0.0,-6.9,10.5,1,0,0,12.0,0.0
130,1,6,10,-6.1,9.5,0,0,0,0.0,0.0,-6.1,9.5,0,0,0,0.0,0.0
131,1,6,11,-5.1,8.7,0,0,0,0.0,0.0,-5.1,8.7,0,0,0,0.0,0.0
132,1,6,12,-4.1,8.1,0,0,0,0.0,0.0,-4.1,8.1,0,0,0,0.0,0.0
133,1,6,13,-3.2,7.6,0,0,0,0.0,0.0,-3.2,7.6,0,0,0,0.0,0.0
134,1,6,14,-2.2,7.3,0,0,0,0.0,0.0,-2.2,7.3,0,0,0,0.0,0.0
135,1,6,15,-1.4,7.0,0,0,0,0.0,0.0,-1.4,7.0,0,0,0,0.0,0.0
136,1,6,16,-0.8,6.7,0,0,0,0.0,0.0,-0.8,6.7,0,0,0,0.0,0.0
137,1,6,17,-0.4,6.4,0,0,0,0.0,0.0,-0.4,6.4,0,0,0,0.0,0.0
138,1,6,18,-0.3,6.1,0,0,0,0.0,0.0,-0.3,6.1,0,0,0,0.0,0.0
139,1,6,19,-0.4,5.8,0,0,0,0.0,0.0,-0.4,5.8,0,0,0,0.0,0.0
140,1,6,20,-0.8,5.5,0,0,0,0.0,0.0,-0.8,5.5,0,0,0,0.0,0.0
141,1,6,21,-1.4,5.2,0,0,0,0.0,0.0,-1.4,5.2,0,0,0,0.0,0.0
142,1,6,22,-2.2,4.8,0,0,0,0.0,0.0,-2.2,4.8,0,0,0,0.0,0.0
143,1,6,23,-3.2,6.1,1,0,0,12.0,0.0,-3.2,6.1,1,0,0,12.0,0.0
144,1,7,0,-5.9,7.1,1,0,0,12.0,0.0,-5.9,7.1,1,0,0,12.0,0.0
145,1,7,1,-6.9,7.8,1,0,0,12.0,0.0,-6.9,7.8,1,0,0,12.0,0.0
146,1,7,2,-7.8,8.4,1,0,0,12.0,0.0,-7.8,8.4,1,0,0,12.0,0.0
147,1,7,3,-8.6,8.9,1,0,0,12.0,0.0,-8.6,8.9,1,0,0,12.0,0.0
148,1,7,4,-9.2,9.3,1,0,0,12.0,0.0,-9.2,9.3,1,0,0,12.0,0.0
149,1,7,5,-9.6,9.7,1,0,0,12.0,0.0,-9.6,9.7,1,0,0,12.0,0.0
150,1,7,6,-9.8,10.0,1,0,0,12.0,0.0,-9.8,10.0,1,0,0,12.0,0.0
151,1,7,7,-9.6,10.3,1,0,0,12.0,0.0,-9.6,10.3,1,0,0,12.0,0.0
152,1,7,8,-9.2,9.0,0,0,0,0.0,0.0,-9.2,9.0,0,0,0,0.0,0.0
153,1,7,9,-8.6,7.9,0,0,0,0.0,0.0,-8.6,7.9,0,0,0,0.0,0.0
154,1,7,10,-7.8,7.0,0,0,0,0.0,0.0,-7.8,7.0,0,0,0,0.0,0.0
155,1,7,11,-6.9,6.3,0,0,0,0.0,0.0,-6.9,6.3,0,0,0,0.0,0.0
156,1,7,12,-5.9,5.7,0,0,0,0.0,0.0,-5.9,5.7,0,0,0,0.0,0.0
157,1,7,13,-4.9,5.3,0,0,0,0.0,0.0,-4.9,5.3,0,0,0,0.0,0.0
158,1,7,14,-4.0,5.0,0,0,0,0.0,0.0,-4.0,5.0,0,0,0,0.0,0.0
159,1,7,15,-3.2,6.4,1,0,0,12.0,0.0,-3.2,6.4,1,0,0,12.0,0.0
160,1,7,16,-2.6,7.8,1,0,0,12.0,0.0,-2.6,7.8,1,0,0,12.0,0.0
161,1,7,17,-2.2,8.9,1,0,0,12.0,0.0,-2.2,8.9,1,0,0,12.0,0.0
162,1,7,18,-2.1,10.0,1,0,0,12.0,0.0,-2.1,10.0,1,0,0,12.0,0.0
163,1,7,19,-2.2,10.9,1,0,0,12.0,0.0,-2.2,10.9,1,0,0,12.0,0.0
164,1,7,20,-2.6,10.0,0,0,0,0.0,0.0,-2.6,10.0,0,0,0,0.0,0.0
165,1,7,21,-3.2,9.1,0,0,0,0.0,0.0,-3.2,9.1,0,0,0,0.0,0.0
166,1,7,22,-4.0,8.3,0,0,0,0.0,0.0,-4.0,8.3,0,0,0,0.0,0.0
167,1,7,23,-4.9,7.4,0,0,0,0.0,0.0,-4.9,7.4,0,0,0,0.0,0.0
168,1,8,0,-7.1,6.4,0,0,0,0.0,0.0,-7.1,6.4,0,0,0,0.0,0.0
169,1,8,1,-8.1,5.4,0,0,0,0.0,0.0,-8.1,5.4,0,0,0,0.0,0.0
170,1,8,2,-9.1,4.4,0,0,0,0.0,0.0,-9.1,4.4,0,0,0,0.0,0.0
171,1,8,3,-9.9,5.1,1,0,0,12.0,0.0,-9.9,5.1,1,0,0,12.0,0.0
172,1,8,4,-10.5,5.8,1,0,0,12.0,0.0,-10.5,5.8,1,0,0,12.0,0.0
173,1,8,5,-10.9,6.3,1,0,0,12.0,0.0,-10.9,6.3,1,0,0,12.0,0.0
174,1,8,6,-11.0,6.8,1,0,0,12.0,0.0,-11.0,6.8,1,0,0,12.0,0.0
175,1,8,7,-10.9,7.3,1,0,0,12.0,0.0,-10.9,7.3,1,0,0,12.0,0.0
176,1,8,8,-10.5,7.8,1,0,0,12.0,0.0,-10.5,7.8,1,0,0,12.0,0.0
177,1,8,9,-9.9,8.4,1,0,0,12.0,0.0,-9.9,8.4,1,0,0,12.0,0.0
178,1,8,10,-9.1,9.1,1,0,0,12.0,0.0,-9.1,9.1,1,0,0,12.0,0.0
179,1,8,11,-8.1,9.8,1,0,0,12.0,0.0,-8.1,9.8,1,0,0,12.0,0.0
180,1,8,12,-7.1,10.6,1,0,0,12.0,0.0,-7.1,10.6,1,0,0,12.0,0.0
181,1,8,13,-6.1,9.6,0,0,0,0.0,0.0,-6.1,9.6,0,0,0,0.0,0.0
182,1,8,14,-5.2,8.8,0,0,0,0.0,0.0,-5.2,8.8,0,0,0,0.0,0.0
183,1,8,15,-4.4,8.1,0,0,0,0.0,0.0,-4.4,8.1,0,0,0,0.0,0.0
184,1,8,16,-3.8,7.4,0,0,0,0.0,0.0,-3.8,7.4,0,0,0,0.0,0.0
185,1,8,17,-3.4,6.8,0,0,0,0.0,0.0,-3.4,6.8,0,0,0,0.0,0.0
186,1,8,18,-3.3,6.2,0,0,0,0.0,0.0,-3.3,6.2,0,0,0,0.0,0.0
187,1,8,19,-3.4,5.7,0,0,0,0.0,0.0,-3.4,5.7,0,0,0,0.0,0.0
188,1,8,20,-3.8,5.1,0,0,0,0.0,0.0,-3.8,5.1,0,0,0,0.0,0.0
189,1,8,21,-4.4,4.6,0,0,0,0.0,0.0,-4.4,4.6,0,0,0,0.0,0.0
190,1,8,22,-5.2,5.7,1,0,0,12.0,0.0,-5.2,5.7,1,0,0,12.0,0.0
191,1,8,23,-6.1,6.7,1,0,0,12.0,0.0,-6.1,6.7,1,0,0,12.0,0.0
192,1,9,0,-7.4,7.4,1,0,0,12.0,0.0,-7.4,7.4,1,0,0,12.0,0.0
193,1,9,1,-8.4,8.0,1,0,0,12.0,0.0,-8.4,8.0,1,0,0,12.0,0.0
194,1,9,2,-9.3,8.5,1,0,0,12.0,0.0,-9.3,8.5,1,0,0,12.0,0.0
195,1,9,3,-10.1,8.8,1,0,0,12.0,0.0,-10.1,8.8,1,0,0,12.0,0.0
196,1,9,4,-10.7,9.1,1,0,0,12.0,0.0,-10.7,9.1,1,0,0,12.0,0.0
197,1,9,5,-11.1,9.3,1,0,0,12.0,0.0,-11.1,9.3,1,0,0,12.0,0.0
198,1,9,6,-11.3,9.5,1,0,0,12.0,0.0,-11.3,9.5,1,0,0,12.0,0.0
199,1,9,7,-11.1,9.8,1,0,0,12.0,0.0,-11.1,9.8,1,0,0,12.0,0.0
200,1,9,8,-10.7,10.1,1,0,0,12.0,0.0,-10.7,10.1,1,0,0,12.0,0.0
201,1,9,9,-10.1,8.7,0,0,0,0.0,0.0,-10.1,8.7,0,0,0,0.0,0.0
202,1,9,10,-9.3,7.6,0,0,0,0.0,0.0,-9.3,7.6,0,0,0,0.0,0.0
203,1,9,11,-8.4,6.7,0,0,0,0.0,0.0,-8.4,6.7,0,0,0,0.0,0.0
204,1,9,12,-7.4,6.0,0,0,0,0.0,0.0,-7.4,6.0,0,0,0,0.0,0.0
205,1,9,13,-6.4,5.4,0,0,0,0.0,0.0,-6.4,5.4,0,0,0,0.0,0.0
206,1,9,14,-5.5,5.0,0,0,0,0.0,0.0,-5.5,5.0,0,0,0,0.0,0.0
207,1,9,15,-4.7,6.3,1,0,0,12.0,0.0,-4.7,6.3,1,0,0,12.0,0.0
208,1,9,16,-4.1,7.5,1,0,0,12.0,0.0,-4.1,7.5,1,0,0,12.0,0.0
209,1,9,17,-3.7,8.6,1,0,0,12.0,0.0,-3.7,8.6,1,0,0,12.0,0.0
210,1,9,18,-3.6,9.5,1,0,0,12.0,0.0,-3.6,9.5,1,0,0,12.0,0.0
211,1,9,19,-3.7,10.3,1,0,0,12.0,0.0,-3.7,10.3,1,0,0,12.0,0.0
212,1,9,20,-4.1,9.4,0,0,0,0.0,0.0,-4.1,9.4,0,0,0,0.0,0.0
213,1,9,21,-4.7,8.4,0,0,0,0.0,0.0,-4.7,8.4,0,0,0,0.0,0.0
214,1,9,22,-5.5,7.5,0,0,0,0.0,0.0,-5.5,7.5,0,0,0,0.0,0.0
215,1,9,23,-6.4,6.5,0,0,0,0.0,0.0,-6.4,6.5,0,0,0,0.0,0.0
216,1,10,0,-6.6,5.7,0,0,0,0.0,0.0,-6.6,5.7,0,0,0,0.0,0.0
217,1,10,1,-7.6,4.8,0,0,0,0.0,0.0,-7.6,4.8,0,0,0,0.0,0.0
218,1,10,2,-8.5,5.6,1,0,0,12.0,0.0,-8.5,5.6,1,0,0,12.0,0.0
219,1,10,3,-9.3,6.3,1,0,0,12.0,0.0,-9.3,6.3,1,0,0,12.0,0.0
220,1,10,4,-10.0,6.8,1,0,0,12.0,0.0,-10.0,6.8,1,0,0,12.0,0.0
221,1,10,5,-10.3,7.3,1,0,0,12.0,0.0,-10.3,7.3,1,0,0,12.0,0.0
222,1,10,6,-10.5,7.8,1,0,0,12.0,0.0,-10.5,7.8,1,0,0,12.0,0.0
223,1,10,7,-10.3,8.2,1,0,0,12.0,0.0,-10.3,8.2,1,0,0,12.0,0.0
224,1,10,8,-10.0,8.7,1,0,0,12.0,0.0,-10.0,8.7,1,0,0,12.0,0.0
225,1,10,9,-9.3,9.3,1,0,0,12.0,0.0,-9.3,9.3,1,0,0,12.0,0.0
226,1,10,10,-8.5,10.0,1,0,0,12.0,0.0,-8.5,10.0,1,0,0,12.0,0.0
227,1,10,11,-7.6,10.6,1,0,0,12.0,0.0,-7.6,10.6,1,0,0,12.0,0.0
228,1,10,12,-6.6,9.6,0,0,0,0.0,0.0,-6.6,9.6,0,0,0,0.0,0.0
229,1,10,13,-5.6,8.8,0,0,0,0.0,0.0,-5.6,8.8,0,0,0,0.0,0.0
230,1,10,14,-4.7,8.1,0,0,0,0.0,0.0,-4.7,8.1,0,0,0,0.0,0.0
231,1,10,15,-3.9,7.5,0,0,0,0.0,0.0,-3.9,7.5,0,0,0,0.0,0.0
232,1,10,16,-3.3,7.0,0,0,0,0.0,0.0,-3.3,7.0,0,0,0,0.0,0.0
233,1,10,17,-2.9,6.4,0,0,0,0.0,0.0,-2.9,6.4,0,0,0,0.0,0.0
234,1,10,18,-2.8,5.9,0,0,0,0.0,0.0,-2.8,5.9,0,0,0,0.0,0.0
235,1,10,19,-2.9,5.4,0,0,0,0.0,0.0,-2.9,5.4,0,0,0,0.0,0.0
236,1,10,20,-3.3,4.9,0,0,0,0.0,0.0,-3.3,4.9,0,0,0,0.0,0.0
237,1,10,21,-3.9,6.2,1,0,0,12.0,0.0,-3.9,6.2,1,0,0,12.0,0.0
238,1,10,22,-4.7,7.2,1,0,0,12.0,0.0,-4.7,7.2,1,0,0,12.0,0.0
239,1,10,23,-5.6,8.1,1,0,0,12.0,0.0,-5.6,8.1,1,0,0,12.0,0.0
240,1,11,0,-5.1,8.9,1,0,0,12.0,0.0,-5.1,8.9,1,0,0,12.0,0.0
241,1,11,1,-6.1,9.6,1,0,0,12.0,0.0,-6.1,9.6,1,0,0,12.0,0.0
242,1,11,2,-7.0,10.1,1,0,0,12.0,0.0,-7.0,10.1,1,0,0,12.0,0.0
243,1,11,3,-7.8,8.8,0,0,0,0.0,0.0,-7.8,8.8,0,0,0,0.0,0.0
244,1,11,4,-8.4,7.6,0,0,0,0.0,0.0,-8.4,7.6,0,0,0,0.0,0.0
245,1,11,5,-8.8,6.5,0,0,0,0.0,0.0,-8.8,6.5,0,0,0,0.0,0.0
246,1,11,6,-8.9,5.4,0,0,0,0.0,0.0,-8.9,5.4,0,0,0,0.0,0.0
247,1,11,7,-8.8,4.5,0,0,0,0.0,0.0,-8.8,4.5,0,0,0,0.0,0.0
248,1,11,8,-8.4,5.5,1,0,0,12.0,0.0,-8.4,5.5,1,0,0,12.0,0.0
249,1,11,9,-7.8,6.5,1,0,0,12.0,0.0,-7.8,6.5,1,0,0,12.0,0.0
250,1,11,10,-7.0,7.5,1,0,0,12.0,0.0,-7.0,7.5,1,0,0,12.0,0.0
251,1,11,11,-6.1,8.5,1,0,0,12.0,0.0,-6.1,8.5,1,0,0,12.0,0.0
252,1,11,12,-5.1,9.6,1,0,0,12.0,0.0,-5.1,9.6,1,0,0,12.0,0.0
253,1,11,13,-4.1,10.6,1,0,0,12.0,0.0,-4.1,10.6,1,0,0,12.0,0.0
254,1,11,14,-3.1,9.9,0,0,0,0.0,0.0,-3.1,9.9,0,0,0,0.0,0.0
255,1,11,15,-2.3,9.3,0,0,0,0.0,0.0,-2.3,9.3,0,0,0,0.0,0.0
256,1,11,16,-1.7,8.7,0,0,0,0.0,0.0,-1.7,8.7,0,0,0,0.0,0.0
