hour,month,day,hour_of_day,t_ambient_C,t_internal_C,heater_on,fan_on,charge_inhibit,q_heater_W,q_fan_W,stress_t_ambient_C,stress_t_internal_C,stress_heater_on,stress_fan_on,stress_charge_inhibit,stress_q_heater_W,stress_q_fan_W
1317,2,24,21,2.7,8.8,0,0,0,0.0,0.0,2.7,8.8,0,0,0,0.0,0.0
1318,2,24,22,1.7,8.4,0,0,0,0.0,0.0,1.7,8.4,0,0,0,0.0,0.0
1319,2,24,23,0.7,8.0,0,0,0,0.0,0.0,0.7,8.0,0,0,0,0.0,0.0
1320,2,25,0,-2.5,7.4,0,0,0,0.0,0.0,-2.5,7.4,0,0,0,0.0,0.0
1321,2,25,1,-3.6,6.7,0,0,0,0.0,0.0,-3.6,6.7,0,0,0,0.0,0.0
1322,2,25,2,-4.7,6.0,0,0,0,0.0,0.0,-4.7,6.0,0,0,0,0.0,0.0
1323,2,25,3,-5.6,5.2,0,0,0,0.0,0.0,-5.6,5.2,0,0,0,0.0,0.0
1324,2,25,4,-6.3,4.5,0,0,0,0.0,0.0,-6.3,4.5,0,0,0,0.0,0.0
1325,2,25,5,-6.8,5.5,1,0,0,12.0,0.0,-6.8,5.5,1,0,0,12.0,0.0
1326,2,25,6,-6.9,6.4,1,0,0,12.0,0.0,-6.9,6.4,1,0,0,12.0,0.0
1327,2,25,7,-6.8,7.4,1,0,0,12.0,0.0,-6.8,7.4,1,0,0,12.0,0.0
1328,2,25,8,-6.3,8.3,1,0,0,12.0,0.0,-6.3,8.3,1,0,0,12.0,0.0
1329,2,25,9,-5.6,9.3,1,0,0,12.0,0.0,-5.6,9.3,1,0,0,12.0,0.0
1330,2,25,10,-4.7,10.4,1,0,0,12.0,0.0,-4.7,10.4,1,0,0,12.0,0.0
1331,2,25,11,-3.6,9.7,0,0,0,0.0,0.0,-3.6,9.7,0,0,0,0.0,0.0
1332,2,25,12,-2.5,9.3,0,0,0,0.0,0.0,-2.5,9.3,0,0,0,0.0,0.0
1333,2,25,13,-1.3,9.0,0,0,0,0.0,0.0,-1.3,9.0,0,0,0,0.0,0.0
1334,2,25,14,-0.2,8.7,0,0,0,0.0,0.0,-0.2,8.7,0,0,0,0.0,0.0
1335,2,25,15,0.7,8.5,0,0,0,0.0,0.0,0.7,8.5,0,0,0,0.0,0.0
1336,2,25,16,1.4,8.3,0,0,0,0.0,0.0,1.4,8.3,0,0,0,0.0,0.0
1337,2,25,17,1.8,8.1,0,0,0,0.0,0.0,1.8,8.1,0,0,0,0.0,0.0
1338,2,25,18,2.0,7.9,0,0,0,0.0,0.0,2.0,7.9,0,0,0,0.0,0.0
1339,2,25,19,1.8,7.6,0,0,0,0.0,0.0,1.8,7.6,0,0,0,0.0,0.0
1340,2,25,20,1.4,7.4,0,0,0,0.0,0.0,1.4,7.4,0,0,0,0.0,0.0
1341,2,25,21,0.7,7.1,0,0,0,0.0,0.0,0.7,7.1,0,0,0,0.0,0.0
1342,2,25,22,-0.2,6.7,0,0,0,0.0,0.0,-0.2,6.7,0,0,0,0.0,0.0
1343,2,25,23,-1.3,6.3,0,0,0,0.0,0.0,-1.3,6.3,0,0,0,0.0,0.0
1344,2,26,0,-3.9,5.7,0,0,0,0.0,0.0,-3.9,5.7,0,0,0,0.0,0.0
1345,2,26,1,-5.0,5.0,0,0,0,0.0,0.0,-5.0,5.0,0,0,0,0.0,0.0
1346,2,26,2,-6.1,4.3,0,0,0,0.0,0.0,-6.1,4.3,0,0,0,0.0,0.0
1347,2,26,3,-7.0,5.3,1,0,0,12.0,0.0,-7.0,5.3,1,0,0,12.0,0.0
1348,2,26,4,-7.7,6.2,1,0,0,12.0,0.0,-7.7,6.2,1,0,0,12.0,0.0
1349,2,26,5,-8.2,6.9,1,0,0,12.0,0.0,-8.2,6.9,1,0,0,12.0,0.0
1350,2,26,6,-8.3,7.6,1,0,0,12.0,0.0,-8.3,7.6,1,0,0,12.0,0.0
1351,2,26,7,-8.2,8.3,1,0,0,12.0,0.0,-8.2,8.3,1,0,0,12.0,0.0
1352,2,26,8,-7.7,9.0,1,0,0,12.0,0.0,-7.7,9.0,1,0,0,12.0,0.0
1353,2,26,9,-7.0,9.9,1,0,0,12.0,0.0,-7.0,9.9,1,0,0,12.0,0.0
1354,2,26,10,-6.1,10.7,1,0,0,12.0,0.0,-6.1,10.7,1,0,0,12.0,0.0
1355,2,26,11,-5.0,10.0,0,0,0,0.0,0.0,-5.0,10.0,0,0,0,0.0,0.0
1356,2,26,12,-3.9,9.3,0,0,0,0.0,0.0,-3.9,9.3,0,0,0,0.0,0.0
1357,2,26,13,-2.7,8.9,0,0,0,0.0,0.0,-2.7,8.9,0,0,0,0.0,0.0
1358,2,26,14,-1.6,8.5,0,0,0,0.0,0.0,-1.6,8.5,0,0,0,0.0,0.0
1359,2,26,15,-0.7,8.2,0,0,0,0.0,0.0,-0.7,8.2,0,0,0,0.0,0.0
1360,2,26,16,0.0,8.0,0,0,0,0.0,0.0,0.0,8.0,0,0,0,0.0,0.0
1361,2,26,17,0.4,7.7,0,0,0,0.0,0.0,0.4,7.7,0,0,0,0.0,0.0
1362,2,26,18,0.6,7.3,0,0,0,0.0,0.0,0.6,7.3,0,0,0,0.0,0.0
1363,2,26,19,0.4,7.0,0,0,0,0.0,0.0,0.4,7.0,0,0,0,0.0,0.0
1364,2,26,20,0.0,6.7,0,0,0,0.0,0.0,0.0,6.7,0,0,0,0.0,0.0
1365,2,26,21,-0.7,6.3,0,0,0,0.0,0.0,-0.7,6.3,0,0,0,0.0,0.0
1366,2,26,22,-1.6,5.9,0,0,0,0.0,0.0,-1.6,5.9,0,0,0,0.0,0.0
1367,2,26,23,-2.7,5.4,0,0,0,0.0,0.0,-2.7,5.4,0,0,0,0.0,0.0
1368,2,27,0,-4.1,4.9,0,0,0,0.0,0.0,-4.1,4.9,0,0,0,0.0,0.0
1369,2,27,1,-5.2,6.0,1,0,0,12.0,0.0,-5.2,6.0,1,0,0,12.0,0.0
1370,2,27,2,-6.3,6.9,1,0,0,12.0,0.0,-6.3,6.9,1,0,0,12.0,0.0
1371,2,27,3,-7.2,7.7,1,0,0,12.0,0.0,-7.2,7.7,1,0,0,12.0,0.0
1372,2,27,4,-7.9,8.3,1,0,0,12.0,0.0,-7.9,8.3,1,0,0,12.0,0.0
1373,2,27,5,-8.4,8.8,1,0,0,12.0,0.0,-8.4,8.8,1,0,0,12.0,0.0
1374,2,27,6,-8.5,9.3,1,0,0,12.0,0.0,-8.5,9.3,1,0,0,12.0,0.0
1375,2,27,7,-8.4,9.8,1,0,0,12.0,0.0,-8.4,9.8,1,0,0,12.0,0.0
1376,2,27,8,-7.9,10.4,1,0,0,12.0,0.0,-7.9,10.4,1,0,0,12.0,0.0
1377,2,27,9,-7.2,9.4,0,0,0,0.0,0.0,-7.2,9.4,0,0,0,0.0,0.0
1378,2,27,10,-6.3,8.6,0,0,0,0.0,0.0,-6.3,8.6,0,0,0,0.0,0.0
1379,2,27,11,-5.2,8.0,0,0,0,0.0,0.0,-5.2,8.0,0,0,0,0.0,0.0
1380,2,27,12,-4.1,7.5,0,0,0,0.0,0.0,-4.1,7.5,0,0,0,0.0,0.0
1381,2,27,13,-2.9,7.2,0,0,0,0.0,0.0,-2.9,7.2,0,0,0,0.0,0.0
1382,2,27,14,-1.8,7.0,0,0,0,0.0,0.0,-1.8,7.0,0,0,0,0.0,0.0
1383,2,27,15,-0.9,6.8,0,0,0,0.0,0.0,-0.9,6.8,0,0,0,0.0,0.0
1384,2,27,16,-0.2,6.6,0,0,0,0.0,0.0,-0.2,6.6,0,0,0,0.0,0.0
1385,2,27,17,0.2,6.4,0,0,0,0.0,0.0,0.2,6.4,0,0,0,0.0,0.0
1386,2,27,18,0.4,6.2,0,0,0,0.0,0.0,0.4,6.2,0,0,0,0.0,0.0
1387,2,27,19,0.2,5.9,0,0,0,0.0,0.0,0.2,5.9,0,0,0,0.0,0.0
1388,2,27,20,-0.2,5.7,0,0,0,0.0,0.0,-0.2,5.7,0,0,0,0.0,0.0
1389,2,27,21,-0.9,5.4,0,0,0,0.0,0.0,-0.9,5.4,0,0,0,0.0,0.0
1390,2,27,22,-1.8,5.0,0,0,0,0.0,0.0,-1.8,5.0,0,0,0,0.0,0.0
1391,2,27,23,-2.9,4.6,0,0,0,0.0,0.0,-2.9,4.6,0,0,0,0.0,0.0
1392,2,28,0,-3.0,5.9,1,0,0,12.0,0.0,-3.0,5.9,1,0,0,12.0,0.0
1393,2,28,1,-4.2,7.1,1,0,0,12.0,0.0,-4.2,7.1,1,0,0,12.0,0.0
1394,2,28,2,-5.2,8.0,1,0,0,12.0,0.0,-5.2,8.0,1,0,0,12.0,0.0
1395,2,28,3,-6.2,8.7,1,0,0,12.0,0.0,-6.2,8.7,1,0,0,12.0,0.0
1396,2,28,4,-6.9,9.3,1,0,0,12.0,0.0,-6.9,9.3,1,0,0,12.0,0.0
1397,2,28,5,-7.3,9.9,1,0,0,12.0,0.0,-7.3,9.9,1,0,0,12.0,0.0
1398,2,28,6,-7.5,10.4,1,0,0,12.0,0.0,-7.5,10.4,1,0,0,12.0,0.0
1399,2,28,7,-7.3,9.2,0,0,0,0.0,0.0,-7.3,9.2,0,0,0,0.0,0.0
1400,2,28,8,-6.9,8.2,0,0,0,0.0,0.0,-6.9,8.2,0,0,0,0.0,0.0
1401,2,28,9,-6.2,7.5,0,0,0,0.0,0.0,-6.2,7.5,0,0,0,0.0,0.0
1402,2,28,10,-5.2,6.9,0,0,0,0.0,0.0,-5.2,6.9,0,0,0,0.0,0.0
1403,2,28,11,-4.2,6.5,0,0,0,0.0,0.0,-4.2,6.5,0,0,0,0.0,0.0
1404,2,28,12,-3.0,6.3,0,0,0,0.0,0.0,-3.0,6.3,0,0,0,0.0,0.0
1405,2,28,13,-1.9,6.2,0,0,0,0.0,0.0,-1.9,6.2,0,0,0,0.0,0.0
1406,2,28,14,-0.8,6.1,0,0,0,0.0,0.0,-0.8,6.1,0,0,0,0.0,0.0
1407,2,28,15,0.1,6.1,0,0,0,0.0,0.0,0.1,6.1,0,0,0,0.0,0.0
1408,2,28,16,0.8,6.1,0,0,0,0.0,0.0,0.8,6.1,0,0,0,0.0,0.0
1409,2,28,17,1.3,6.1,0,0,0,0.0,0.0,1.3,6.1,0,0,0,0.0,0.0
1410,2,28,18,1.4,5.9,0,0,0,0.0,0.0,1.4,5.9,0,0,0,0.0,0.0
1411,2,28,19,1.3,5.8,0,0,0,0.0,0.0,1.3,5.8,0,0,0,0.0,0.0
1412,2,28,20,0.8,5.7,0,0,0,0.0,0.0,0.8,5.7,0,0,0,0.0,0.0
1413,2,28,21,0.1,5.5,0,0,0,0.0,0.0,0.1,5.5,0,0,0,0.0,0.0
1414,2,28,22,-0.8,5.2,0,0,0,0.0,0.0,-0.8,5.2,0,0,0,0.0,0.0
1415,2,28,23,-1.9,4.9,0,0,0,0.0,0.0,-1.9,4.9,0,0,0,0.0,0.0
1416,3,1,0,4.5,6.8,1,0,0,12.0,0.0,4.5,6.8,1,0,0,12.0,0.0
1417,3,1,1,3.0,8.5,1,0,0,12.0,0.0,3.0,8.5,1,0,0,12.0,0.0
1418,3,1,2,1.7,9.9,1,0,0,12.0,0.0,1.7,9.9,1,0,0,12.0,0.0
1419,3,1,3,0.5,11.1,1,0,0,12.0,0.0,0.5,11.1,1,0,0,12.0,0.0
1420,3,1,4,-0.4,10.3,0,0,0,0.0,0.0,-0.4,10.3,0,0,0,0.0,0.0
1421,3,1,5,-0.9,9.6,0,0,0,0.0,0.0,-0.9,9.6,0,0,0,0.0,0.0
1422,3,1,6,-1.1,9.0,0,0,0,0.0,0.0,-1.1,9.0,0,0,0,0.0,0.0
1423,3,1,7,-0.9,8.5,0,0,0,0.0,0.0,-0.9,8.5,0,0,0,0.0,0.0
1424,3,1,8,-0.4,8.2,0,0,0,0.0,0.0,-0.4,8.2,0,0,0,0.0,0.0
1425,3,1,9,0.5,8.1,0,0,0,0.0,0.0,0.5,8.1,0,0,0,0.0,0.0
1426,3,1,10,1.7,8.2,0,0,0,0.0,0.0,1.7,8.2,0,0,0,0.0,0.0
1427,3,1,11,3.0,8.4,0,0,0,0.0,0.0,3.0,8.4,0,0,0,0.0,0.0
1428,3,1,12,4.5,8.8,0,0,0,0.0,0.0,4.5,8.8,0,0,0,0.0,0.0
1429,3,1,13,5.9,9.2,0,0,0,0.0,0.0,5.9,9.2,0,0,0,0.0,0.0
1430,3,1,14,7.2,9.7,0,0,0,0.0,0.0,7.2,9.7,0,0,0,0.0,0.0
1431,3,1,15,8.4,10.2,0,0,0,0.0,0.0,8.4,10.2,0,0,0,0.0,0.0
1432,3,1,16,9.3,10.6,0,0,0,0.0,0.0,9.3,10.6,0,0,0,0.0,0.0
1433,3,1,17,9.8,10.9,0,0,0,0.0,0.0,9.8,10.9,0,0,0,0.0,0.0
1434,3,1,18,10.0,11.1,0,0,0,0.0,0.0,10.0,11.1,0,0,0,0.0,0.0
1435,3,1,19,9.8,11.3,0,0,0,0.0,0.0,9.8,11.3,0,0,0,0.0,0.0
1436,3,1,20,9.3,11.4,0,0,0,0.0,0.0,9.3,11.4,0,0,0,0.0,0.0
1437,3,1,21,8.4,11.4,0,0,0,0.0,0.0,8.4,11.4,0,0,0,0.0,0.0
1438,3,1,22,7.2,11.3,0,0,0,0.0,0.0,7.2,11.3,0,0,0,0.0,0.0
1439,3,1,23,5.9,11.1,0,0,0,0.0,0.0,5.9,11.1,0,0,0,0.0,0.0
1440,3,2,0,6.2,11.0,0,0,0,0.0,0.0,6.2,11.0,0,0,0,0.0,0.0
1441,3,2,1,4.7,10.7,0,0,0,0.0,0.0,4.7,10.7,0,0,0,0.0,0.0
1442,3,2,2,3.4,10.4,0,0,0,0.0,0.0,3.4,10.4,0,0,0,0.0,0.0
1443,3,2,3,2.2,9.9,0,0,0,0.0,0.0,2.2,9.9,0,0,0,0.0,0.0
1444,3,2,4,1.4,9.5,0,0,0,0.0,0.0,1.4,9.5,0,0,0,0.0,0.0
1445,3,2,5,0.8,9.0,0,0,0,0.0,0.0,0.8,9.0,0,0,0,0.0,0.0
1446,3,2,6,0.6,8.5,0,0,0,0.0,0.0,0.6,8.5,0,0,0,0.0,0.0
1447,3,2,7,0.8,8.2,0,0,0,0.0,0.0,0.8,8.2,0,0,0,0.0,0.0
1448,3,2,8,1.4,8.1,0,0,0,0.0,0.0,1.4,8.1,0,0,0,0.0,0.0
1449,3,2,9,2.2,8.2,0,0,0,0.0,0.0,2.2,8.2,0,0,0,0.0,0.0
1450,3,2,10,3.4,8.4,0,0,0,0.0,0.0,3.4,8.4,0,0,0,0.0,0.0
1451,3,2,11,4.7,8.8,0,0,0,0.0,0.0,4.7,8.8,0,0,0,0.0,0.0
1452,3,2,12,6.2,9.3,0,0,0,0.0,0.0,6.2,9.3,0,0,0,0.0,0.0
1453,3,2,13,7.6,9.8,0,0,0,0.0,0.0,7.6,9.8,0,0,0,0.0,0.0
1454,3,2,14,8.9,10.4,0,0,0,0.0,0.0,8.9,10.4,0,0,0,0.0,0.0
1455,3,2,15,10.1,10.9,0,0,0,0.0,0.0,10.1,10.9,0,0,0,0.0,0.0
1456,3,2,16,11.0,11.4,0,0,0,0.0,0.0,11.0,11.4,0,0,0,0.0,0.0
1457,3,2,17,11.5,11.8,0,0,0,0.0,0.0,11.5,11.8,0,0,0,0.0,0.0
1458,3,2,18,11.7,12.1,0,0,0,0.0,0.0,11.7,12.1,0,0,0,0.0,0.0
1459,3,2,19,11.5,12.3,0,0,0,0.0,0.0,11.5,12.3,0,0,0,0.0,0.0
1460,3,2,20,11.0,12.5,0,0,0,0.0,0.0,11.0,12.5,0,0,0,0.0,0.0
1461,3,2,21,10.1,12.6,0,0,0,0.0,0.0,10.1,12.6,0,0,0,0.0,0.0
1462,3,2,22,8.9,12.5,0,0,0,0.0,0.0,8.9,12.5,0,0,0,0.0,0.0
1463,3,2,23,7.6,12.4,0,0,0,0.0,0.0,7.6,12.4,0,0,0,0.0,0.0
1464,3,3,0,7.3,12.2,0,0,0,0.0,0.0,7.3,12.2,0,0,0,0.0,0.0
1465,3,3,1,5.8,11.9,0,0,0,0.0,0.0,5.8,11.9,0,0,0,0.0,0.0
1466,3,3,2,4.5,11.6,0,0,0,0.0,0.0,4.5,11.6,0,0,0,0.0,0.0
1467,3,3,3,3.3,11.1,0,0,0,0.0,0.0,3.3,11.1,0,0,0,0.0,0.0
1468,3,3,4,2.5,10.7,0,0,0,0.0,0.0,2.5,10.7,0,0,0,0.0,0.0
1469,3,3,5,1.9,10.2,0,0,0,0.0,0.0,1.9,10.2,0,0,0,0.0,0.0
1470,3,3,6,1.7,9.7,0,0,0,0.0,0.0,1.7,9.7,0,0,0,0.0,0.0
1471,3,3,7,1.9,9.4,0,0,0,0.0,0.0,1.9,9.4,0,0,0,0.0,0.0
1472,3,3,8,2.5,9.3,0,0,0,0.0,0.0,2.5,9.3,0,0,0,0.0,0.0
1473,3,3,9,3.3,9.4,0,0,0,0.0,0.0,3.3,9.4,0,0,0,0.0,0.0
1474,3,3,10,4.5,9.6,0,0,0,0.0,0.0,4.5,9.6,0,0,0,0.0,0.0
1475,3,3,11,5.8,9.9,0,0,0,0.0,0.0,5.8,9.9,0,0,0,0.0,0.0
1476,3,3,12,7.3,10.4,0,0,0,0.0,0.0,7.3,10.4,0,0,0,0.0,0.0
1477,3,3,13,8.7,10.9,0,0,0,0.0,0.0,8.7,10.9,0,0,0,0.0,0.0
1478,3,3,14,10.0,11.5,0,0,0,0.0,0.0,10.0,11.5,0,0,0,0.0,0.0
1479,3,3,15,11.2,12.1,0,0,0,0.0,0.0,11.2,12.1,0,0,0,0.0,0.0
1480,3,3,16,12.1,12.6,0,0,0,0.0,0.0,12.1,12.6,0,0,0,0.0,0.0
1481,3,3,17,12.6,13.0,0,0,0,0.0,0.0,12.6,13.0,0,0,0,0.0,0.0
1482,3,3,18,12.8,13.2,0,0,0,0.0,0.0,12.8,13.2,0,0,0,0.0,0.0
1483,3,3,19,12.6,13.5,0,0,0,0.0,0.0,12.6,13.5,0,0,0,0.0,0.0
1484,3,3,20,12.1,13.6,0,0,0,0.0,0.0,12.1,13.6,0,0,0,0.0,0.0
1485,3,3,21,11.2,13.7,0,0,0,0.0,0.0,11.2,13.7,0,0,0,0.0,0.0
1486,3,3,22,10.0,13.7,0,0,0,0.0,0.0,10.0,13.7,0,0,0,0.0,0.0
1487,3,3,23,8.7,13.5,0,0,0,0.0,0.0,8.7,13.5,0,0,0,0.0,0.0
1488,3,4,0,7.4,13.3,0,0,0,0.0,0.0,7.4,13.3,0,0,0,0.0,0.0
1489,3,4,1,5.9,12.9,0,0,0,0.0,0.0,5.9,12.9,0,0,0,0.0,0.0
1490,3,4,2,4.6,12.4,0,0,0,0.0,0.0,4.6,12.4,0,0,0,0.0,0.0
1491,3,4,3,3.4,11.9,0,0,0,0.0,0.0,3.4,11.9,0,0,0,0.0,0.0
1492,3,4,4,2.5,11.4,0,0,0,0.0,0.0,2.5,11.4,0,0,0,0.0,0.0
1493,3,4,5,2.0,10.9,0,0,0,0.0,0.0,2.0,10.9,0,0,0,0.0,0.0
1494,3,4,6,1.8,10.3,0,0,0,0.0,0.0,1.8,10.3,0,0,0,0.0,0.0
1495,3,4,7,2.0,10.0,0,0,0,0.0,0.0,2.0,10.0,0,0,0,0.0,0.0
1496,3,4,8,2.5,9.8,0,0,0,0.0,0.0,2.5,9.8,0,0,0,0.0,0.0
1497,3,4,9,3.4,9.9,0,0,0,0.0,0.0,3.4,9.9,0,0,0,0.0,0.0
1498,3,4,10,4.6,10.0,0,0,0,0.0,0.0,4.6,10.0,0,0,0,0.0,0.0
1499,3,4,11,5.9,10.4,0,0,0,0.0,0.0,5.9,10.4,0,0,0,0.0,0.0
1500,3,4,12,7.4,10.8,0,0,0,0.0,0.0,7.4,10.8,0,0,0,0.0,0.0
1501,3,4,13,8.8,11.3,0,0,0,0.0,0.0,8.8,11.3,0,0,0,0.0,0.0
1502,3,4,14,10.1,11.9,0,0,0,0.0,0.0,10.1,11.9,0,0,0,0.0,0.0
1503,3,4,15,11.3,12.4,0,0,0,0.0,0.0,11.3,12.4,0,0,0,0.0,0.0
1504,3,4,16,12.2,12.9,0,0,0,0.0,0.0,12.2,12.9,0,0,0,0.0,0.0
1505,3,4,17,12.7,13.2,0,0,0,0.0,0.0,12.7,13.2,0,0,0,0.0,0.0
1506,3,4,18,12.9,13.5,0,0,0,0.0,0.0,12.9,13.5,0,0,0,0.0,0.0
1507,3,4,19,12.7,13.7,0,0,0,0.0,0.0,12.7,13.7,0,0,0,0.0,0.0
1508,3,4,20,12.2,13.9,0,0,0,0.0,0.0,12.2,13.9,0,0,0,0.0,0.0
1509,3,4,21,11.3,13.9,0,0,0,0.0,0.0,11.3,13.9,0,0,0,0.0,0.0
1510,3,4,22,10.1,13.9,0,0,0,0.0,0.0,10.1,13.9,0,0,0,0.0,0.0
1511,3,4,23,8.8,13.7,0,0,0,0.0,0.0,8.8,13.7,0,0,0,0.0,0.0
1512,3,5,0,6.4,13.4,0,0,0,0.0,0.0,6.4,13.4,0,0,0,0.0,0.0
1513,3,5,1,5.0,12.9,0,0,0,0.0,0.0,5.0,12.9,0,0,0,0.0,0.0
1514,3,5,2,3.6,12.4,0,0,0,0.0,0.0,3.6,12.4,0,0,0,0.0,0.0
1515,3,5,3,2.5,11.8,0,0,0,0.0,0.0,2.5,11.8,0,0,0,0.0,0.0
1516,3,5,4,1.6,11.2,0,0,0,0.0,0.0,1.6,11.2,0,0,0,0.0,0.0
1517,3,5,5,1.0,10.6,0,0,0,0.0,0.0,1.0,10.6,0,0,0,0.0,0.0
1518,3,5,6,0.9,10.0,0,0,0,0.0,0.0,0.9,10.0,0,0,0,0.0,0.0
1519,3,5,7,1.0,9.6,0,0,0,0.0,0.0,1.0,9.6,0,0,0,0.0,0.0
1520,3,5,8,1.6,9.4,0,0,0,0.0,0.0,1.6,9.4,0,0,0,0.0,0.0
1521,3,5,9,2.5,9.4,0,0,0,0.0,0.0,2.5,9.4,0,0,0,0.0,0.0
1522,3,5,10,3.6,9.5,0,0,0,0.0,0.0,3.6,9.5,0,0,0,0.0,0.0
1523,3,5,11,5.0,9.8,0,0,0,0.0,0.0,5.0,9.8,0,0,0,0.0,0.0
1524,3,5,12,6.4,10.2,0,0,0,0.0,0.0,6.4,10.2,0,0,0,0.0,0.0
1525,3,5,13,7.8,10.7,0,0,0,0.0,0.0,7.8,10.7,0,0,0,0.0,0.0
1526,3,5,14,9.2,11.2,0,0,0,0.0,0.0,9.2,11.2,0,0,0,0.0,0.0
1527,3,5,15,10.3,11.7,0,0,0,0.0,0.0,10.3,11.7,0,0,0,0.0,0.0
1528,3,5,16,11.2,12.2,0,0,0,0.0,0.0,11.2,12.2,0,0,0,0.0,0.0
1529,3,5,17,11.8,12.5,0,0,0,0.0,0.0,11.8,12.5,0,0,0,0.0,0.0
1530,3,5,18,12.0,12.7,0,0,0,0.0,0.0,12.0,12.7,0,0,0,0.0,0.0
1531,3,5,19,11.8,12.9,0,0,0,0.0,0.0,11.8,12.9,0,0,0,0.0,0.0
1532,3,5,20,11.2,13.1,0,0,0,0.0,0.0,11.2,13.1,0,0,0,0.0,0.0
1533,3,5,21,10.3,13.1,0,0,0,0.0,0.0,10.3,13.1,0,0,0,0.0,0.0
1534,3,5,22,9.2,13.1,0,0,0,0.0,0.0,9.2,13.1,0,0,0,0.0,0.0
1535,3,5,23,7.8,12.9,0,0,0,0.0,0.0,7.8,12.9,0,0,0,0.0,0.0
1536,3,6,0,4.8,12.5,0,0,0,0.0,0.0,4.8,12.5,0,0,0,0.0,0.0
1537,3,6,1,3.3,11.9,0,0,0,0.0,0.0,3.3,11.9,0,0,0,0.0,0.0
1538,3,6,2,2.0,11.3,0,0,0,0.0,0.0,2.0,11.3,0,0,0,0.0,0.0
1539,3,6,3,0.8,10.7,0,0,0,0.0,0.0,0.8,10.7,0,0,0,0.0,0.0
1540,3,6,4,-0.1,10.0,0,0,0,0.0,0.0,-0.1,10.0,0,0,0,0.0,0.0
1541,3,6,5,-0.6,9.4,0,0,0,0.0,0.0,-0.6,9.4,0,0,0,0.0,0.0
1542,3,6,6,-0.8,8.8,0,0,0,0.0,0.0,-0.8,8.8,0,0,0,0.0,0.0
1543,3,6,7,-0.6,8.3,0,0,0,0.0,0.0,-0.6,8.3,0,0,0,0.0,0.0
1544,3,6,8,-0.1,8.1,0,0,0,0.0,0.0,-0.1,8.1,0,0,0,0.0,0.0
1545,3,6,9,0.8,8.0,0,0,0,0.0,0.0,0.8,8.0,0,0,0,0.0,0.0
1546,3,6,10,2.0,8.2,0,0,0,0.0,0.0,2.0,8.2,0,0,0,0.0,0.0
1547,3,6,11,3.3,8.4,0,0,0,0.0,0.0,3.3,8.4,0,0,0,0.0,0.0
1548,3,6,12,4.8,8.8,0,0,0,0.0,0.0,4.8,8.8,0,0,0,0.0,0.0
1549,3,6,13,6.2,9.3,0,0,0,0.0,0.0,6.2,9.3,0,0,0,0.0,0.0
1550,3,6,14,7.5,9.8,0,0,0,0.0,0.0,7.5,9.8,0,0,0,0.0,0.0
1551,3,6,15,8.7,10.2,0,0,0,0.0,0.0,8.7,10.2,0,0,0,0.0,0.0
1552,3,6,16,9.6,10.7,0,0,0,0.0,0.0,9.6,10.7,0,0,0,0.0,0.0
1553,3,6,17,10.1,11.0,0,0,0,0.0,0.0,10.1,11.0,0,0,0,0.0,0.0
1554,3,6,18,10.3,11.2,0,0,0,0.0,0.0,10.3,11.2,0,0,0,0.0,0.0
1555,3,6,19,10.1,11.4,0,0,0,0.0,0.0,10.1,11.4,0,0,0,0.0,0.0
1556,3,6,20,9.6,11.5,0,0,0,0.0,0.0,9.6,11.5,0,0,0,0.0,0.0
1557,3,6,21,8.7,11.6,0,0,0,0.0,0.0,8.7,11.6,0,0,0,0.0,0.0
1558,3,6,22,7.5,11.5,0,0,0,0.0,0.0,7.5,11.5,0,0,0,0.0,0.0
1559,3,6,23,6.2,11.3,0,0,0,0.0,0.0,6.2,11.3,0,0,0,0.0,0.0
1560,3,7,0,3.0,10.9,0,0,0,0.0,0.0,3.0,10.9,0,0,0,0.0,0.0
1561,3,7,1,1.6,10.3,0,0,0,0.0,0.0,1.6,10.3,0,0,0,0.0,0.0
1562,3,7,2,0.2,9.7,0,0,0,0.0,0.0,0.2,9.7,0,0,0,0.0,0.0
1563,3,7,3,-0.9,9.1,0,0,0,0.0,0.0,-0.9,9.1,0,0,0,0.0,0.0
1564,3,7,4,-1.8,8.4,0,0,0,0.0,0.0,-1.8,8.4,0,0,0,0.0,0.0
1565,3,7,5,-2.4,7.7,0,0,0,0.0,0.0,-2.4,7.7,0,0,0,0.0,0.0
1566,3,7,6,-2.6,7.1,0,0,0,0.0,0.0,-2.6,7.1,0,0,0,0.0,0.0
1567,3,7,7,-2.4,6.7,0,0,0,0.0,0.0,-2.4,6.7,0,0,0,0.0,0.0
1568,3,7,8,-1.8,6.4,0,0,0,0.0,0.0,-1.8,6.4,0,0,0,0.0,0.0
1569,3,7,9,-0.9,6.4,0,0,0,0.0,0.0,-0.9,6.4,0,0,0,0.0,0.0
1570,3,7,10,0.2,6.5,0,0,0,0.0,0.0,0.2,6.5,0,0,0,0.0,0.0
1571,3,7,11,1.6,6.7,0,0,0,0.0,0.0,1.6,6.7,0,0,0,0.0,0.0
1572,3,7,12,3.0,7.1,0,0,0,0.0,0.0,3.0,7.1,0,0,0,0.0,0.0
1573,3,7,13,4.4,7.6,0,0,0,0.0,0.0,4.4,7.6,0,0,0,0.0,0.0
1574,3,7,14,5.8,8.0,0,0,0,0.0,0.0,5.8,8.0,0,0,0,0.0,0.0
